,work_ids,work_titles,authors,fandoms,iscrossover,ratings,warnings,genres,completions,dates,pairings,characters,freeforms,summaries,languages,wordcounts,chaptercounts,commentcounts,kudoscounts,bookmarks,hitcounts
1876,41951301,A Most Ancient and Noble House,Cadrac,Harry Potter - J. K. Rowling,0,Explicit,Underage,"F/M, Multi, F/F",Complete Work,2012/08/14,Original Female Character(s)/Original Male Character(s),"Minerva McGonagall, Original Male Character(s), Original Female Character(s)","Dark, Evil, Demons, Harems, Multi Pairing, Muggles, Pregnancy, Veela (Harry Potter), Other Heir, Cunning Character, Ambitious Character, Resourceful Character, Manipulative Albus Dumbledore, Dragons, Albus Dumbledore Bashing, Femslash, Dominating Main Character, Main character is master, Lemon, independent character - Freeform, Hogwarts Era, Second War with Voldemort, Soul Bond, Other Magical Creatures, Ron Weasley Bashing, Powerful Character, Erotica, Adult Content, Mystery, Abuse, Torture, Bestiality, Violence, Incest, Rape, Underage Sex, Age Difference, BDSM, Practice Kissing, Sexual Slavery, Master/Slave, Sexual Inexperience, First Time, Spanking, Martial Arts, Orphans, Crushes, Orphanage, Bullying"," Orphaned by the war his father wasn't even participating in, rescued by Muggle fishermen who turned him over to the local orphanage, along with the items he was found with, and recently turned eleven, Ambrosius Lake finds himself caught up in the strange and mystical Wizarding World, but though his blood is pure, attested to by no less an entity than the Sorting Hat, no one knows where that blood comes from–unless the Hat does, and it's not saying anything further on the matter. But, solving mysteries and puzzles is something Ambrose adores, so it's no surprise that he soon involves his new friends in the enigma which he is. ",English,"38,438",9/9,0,7,4,974
1877,485557,"Roses and Dragons, Secrets and Lies",buzzingwit,Harry Potter - J. K. Rowling,0,Teen And Up Audiences,No Archive Warnings Apply,M/M,Work in Progress,2012/08/13,Harry Potter/Severus Snape,"Harry Potter, Severus Snape, Tom Riddle, Albus Dumbledore, Lucius Malfoy, Draco Malfoy, Remus Lupin, Sirius Black, Ron Weasley, Hermione Granger","Good Tom, Bad Dumbles, WIP", Harry can't help but wonder who was gonna save him this time. A Different Version remake. Please R&R. Flames will be forever used to make my dinner and burn Hannah Montana CDs. This story is officially a WIP. ,English,"4,028",3/?,4,37,4,718
1878,388423,The Making of a Prince,Clue1117,Harry Potter - J. K. Rowling,0,Teen And Up Audiences,Major Character Death,F/M,Complete Work,2012/08/13,"Lily Evans/James Potter, Eileen Prince/Original Male Character, Eileen Prince/Tobias Snape, Lily Evans/Severus Snape (Onesided)","Severus Snape, Lily Evans, James Potter, Lucius Malfoy, Sirius Black, Eileen Prince, Tobias Snape, Regulus Black, Voldemort, Petunia Evans, Horace Slughorn","Friendship, Fights, Backstory, Child Abuse"," It has been said that a person is the sum of their experiences. It could be said, then, that these pages contain Severus Snape. ",English,"26,597",18/18,4,17,5,"1,418"
1879,485487,measures of our days and nights,flimsy,Harry Potter - J. K. Rowling,0,Explicit,Choose Not To Use Archive Warnings,M/M,Complete Work,2012/08/13,Draco Malfoy/Harry Potter,"Draco Malfoy, Harry Potter, Hermione Granger, Blaise Zabini, Pansy Parkinson, Seamus Finnigan, Ron Weasley, Ginny Weasley, Neville Longbottom, Luna Lovegood, Cho Chang, Anthony Goldstein, Alastor “Mad-Eye” Moody, Lisa Turpin","Alternate Universe - Canon, HP: EWE, Veritaserum, Dubious Morality, Serious Injuries, (for the sake of a spell)"," Draco returns to London to help the Ministry decipher a spell, but things aren’t quite as simple as they seem. ",English,"40,060",1/1,93,"3,419",902,"75,057"
1880,485478,They Never Really Leave,chaya,Harry Potter - J. K. Rowling,0,Teen And Up Audiences,Major Character Death,Gen,Complete Work,2012/08/13,,"Fred Weasley, George Weasley","Angst, spoilers for final book, Fix-it fic", A 100-word drabble. George is grieving and some very important things are in that forest. ,English,100,1/1,3,44,3,403
1881,485372,Runaway Boys,Delphi,"Harry Potter - J. K. Rowling, Peter Pan - J. M. Barrie",1,Mature,Underage,"F/M, Gen, M/M",Complete Work,2012/08/13,"Captain Hook/Severus Snape, Lily Evans/Severus Snape","Severus Snape, Captain Hook, Lily Evans","Drama, Sexual Fantasy, Childhood, Puberty"," Severus dreams of pirates, and Lily closes the nursery window. ",English,"3,809",1/1,6,98,19,"1,558"
1882,485253,Just a dream,dttwins,"Harry Potter - Fandom, Merlin (TV), Death Note",1,Explicit,Choose Not To Use Archive Warnings,"M/M, Multi",Complete Work,2012/08/13,"Draco Malfoy/Harry Potter, L/Yagami Light, Severus Snape/Ron Weasley, Neville Longbottom/Other(s)","Draco Malfoy, Hermione Granger, Harry Potter, Severus Snape, Ron Weasley, Neville Longbottom, Merlin (Merlin), Arthur Pendragon, Yagami Light, L",," Just a bunch of very short porn dreams about different people from different fandoms, mostly Harry Potter, but also one from merlin and one from Death Note ",English,"1,270",1/1,0,42,2,"2,036"
1883,485218,Storm in a Teacup,Faith Wood (faithwood),Harry Potter - J. K. Rowling,0,Mature,No Archive Warnings Apply,M/M,Complete Work,2012/08/13,Draco Malfoy/Harry Potter,Draco Malfoy,"Hogwarts Eighth Year, Humor, Romance, Fluff"," For reasons he'd rather not think about, Draco is obsessed with Potter's hair. This cannot end well. ",English,"7,954",1/1,479,"43,678","6,762","428,791"
1884,485203,Twisted Fantasy,millicentmalfoy,Harry Potter - J. K. Rowling,0,Mature,"Graphic Depictions Of Violence, Major Character Death",F/M,Work in Progress,2012/08/13,Lucius Malfoy/Original Female Character,"Lucius Malfoy, Narcissa Malfoy, Draco Malfoy, Original Female Character, Original Male Character","Betrayal, Unplanned Pregnancy, Violence, Character Death, Explicit Sexual Content"," Lucius's life and reputation has fallen into disrepute. Narcissa has left him and Draco is too engulfed with his own love life to be of any use, however there is one who can see the way to help him reinstill fear into those who now mock him... but things dont always go the way they are planned ",English,"15,325",7/?,0,17,2,"1,357"
1885,1154190,Body and Soul,torino10154,Harry Potter - J. K. Rowling,0,Teen And Up Audiences,No Archive Warnings Apply,F/M,Complete Work,2012/08/13,Luna Lovegood/Harry Potter,"Harry Potter, Luna Lovegood","Het, Romance, Ficlet",-,English,277,1/1,0,24,1,505
1886,1103639,Taking Advantage,vix_spes,Harry Potter - J. K. Rowling,0,Explicit,Choose Not To Use Archive Warnings,M/M,Complete Work,2012/08/13,"Sirius Black/Remus Lupin, James/Lily",,"Established Relationship, Humor, Friendship, Food Sex, Rimming"," James loves his best friends, he really does, but he can't help but wish they weren't quite so shameless. ",English,"2,257",1/1,2,116,14,"3,199"
1887,484878,Candy Made of Cotton,AngelQueen,"Merlin (TV), Star Trek (2009), Harry Potter - J. K. Rowling, National Treasure Series, National Treasure: Book of Secrets (2007)",1,Teen And Up Audiences,Choose Not To Use Archive Warnings,Multi,Complete Work,2012/08/13,"Merlin/Arthur Pendragon, Hermione Granger/Christopher Pike, The President (National Treasure)/Original Female Character, Hermione Granger/Ron Weasley, James T. Kirk/Christopher Pike","Arthur Pendragon, Gwaine (Merlin), Merlin (Merlin), Hermione Granger, Christopher Pike, The President (National Treasure), Original Female Character, Ron Weasley, James T. Kirk","Community: cottoncandy_bingo, Crossover Pairings, Fluff, Prompt Fic, Warm and Fuzzy Feelings, Het and Slash, Genderbending", Five multi-fandom fills for cottoncandy_bingo. ,English,"4,012",5/5,14,36,6,"1,198"
1888,484867,Death Be Not Proud,Oakstone730,Harry Potter - J. K. Rowling,0,General Audiences,No Archive Warnings Apply,Gen,Complete Work,2012/08/13,,Harry Potter,"Battle of Hogwarts, harry - Freeform, reflections, Anniversary, One Shot", Harry's reflections on the Battle of Hogwarts many years later. Written back in May in honor of the anniversary of the Battle of Hogwarts. ,English,730,1/1,2,18,3,437
1889,484795,Beautiful Girl,deirdre_aithne,Harry Potter - J. K. Rowling,0,Explicit,No Archive Warnings Apply,F/F,Complete Work,2012/08/13,Astoria Greengrass/Pansy Parkinson,"Pansy Parkinson, Astoria Greengrass","Masturbation, Voyeurism"," Stretched out on Pansy's bed, her pale skin shining in the candlelight, Astoria was a vision. ",English,712,1/1,0,37,3,"4,619"
1890,485072,Blind,herillusion,Harry Potter - J. K. Rowling,0,General Audiences,No Archive Warnings Apply,F/M,Complete Work,2012/08/13,Hermione Granger/Draco Malfoy,,Blind Character, Draco changes after he becomes blind and one incident in the library finally sparks their friendship to something more. ,English,680,1/1,0,53,0,"2,279"
1891,484896,Fourteen Wishes,nessismore,Harry Potter - J. K. Rowling,0,General Audiences,No Archive Warnings Apply,F/M,Complete Work,2012/08/13,Scorpius Malfoy/Lily Luna Potter,"Lily Luna Potter, Scorpius Malfoy, Albus Severus Potter",Fluff," Done with Hogwarts. Moved out. Eighteen. She never imagined that while reflecting on birthday wishes, one of them would come true. ",English,"2,436",1/1,4,66,6,"1,538"
1892,484929,Convergence,iamaslashaddict,"Harry Potter - J. K. Rowling, Stargate SG-1",1,Mature,No Archive Warnings Apply,M/M,Work in Progress,2012/08/12,Harry Potter/Jack O'Neill,"Harry Potter, Jack O'Neill, Teddy Lupin, George Hammond, Sam Carter, Teal'c (SG-1), Daniel Jackson, Janet Fraiser","Mpreg, Time Travel, Kid Fic, Established Relationship, Crossover"," Two years after Jack & Harry were married things are going good. They've got a baby on the way & the Goa'uld on the run, but of course something has to happen to muck it all up. Harry & Teddy get sent back in time to 1998, will they be able to get back home or are they be stuck in the past, possibly messing up the beautiful future ahead of them? Sequel to Nobody Said it Would be Easy. ",English,"2,482",1/?,39,269,68,"7,386"
1893,484852,Starts with A Dream,radcliffe_bass,Harry Potter - J. K. Rowling,0,Teen And Up Audiences,Choose Not To Use Archive Warnings,M/M,Complete Work,2012/08/13,"Harry Potter/Draco Malfoy, Ron Weasley/Hermione Granger","Harry Potter, Draco Malfoy, Ron Weasley, Hermione Granger, Lucius Malfoy, George Weasley, Charlie Weasley, Original Character",, Hermione once told Harry that recurring dreams are the subconscious's way of reminding a person of his unresolved issues. When Harry meets the new French envoy to Britain and the diplomat's daughter - Harry really hates it when Hermione's right. ,English,"6,436",1/1,2,66,9,"1,938"
1894,484816,A Moment,tofupanda,Harry Potter - J. K. Rowling,0,Teen And Up Audiences,No Archive Warnings Apply,F/M,Complete Work,2012/08/12,Hermione Granger/Draco Malfoy,"Hermione Granger, Draco Malfoy",, She reflects on a moment so many nights ago. ,English,182,1/1,1,3,0,587
1895,484811,Reluctance,tofupanda,Harry Potter - J. K. Rowling,0,Teen And Up Audiences,No Archive Warnings Apply,F/M,Complete Work,2012/08/13,Hermione Granger/Draco Malfoy,"Draco Malfoy, Hermione Granger",, Everyone has to give in once in a while. ,English,644,1/1,1,14,2,655
1896,41955417,Detention?,HarryPotterFanFicArchive_Archivist,Harry Potter - J. K. Rowling,0,Explicit,Choose Not To Use Archive Warnings,F/M,Complete Work,2012/08/13,Hermione Granger/Severus Snape,"Severus Snape, Hermione Granger","One Shot, Lemon, Snape in other role, Erotica, Adult Content"," Hermione has returned to Hogwarts after the war to complete her schooling. Severus Snape happens to be her teacher.Hidden desires, an empty classroom, Hermione and Snape, leads to...? ",English,"5,792",1/1,0,33,5,906
1897,484553,Baby Blues,Anonymous,Harry Potter - J. K. Rowling,0,General Audiences,Choose Not To Use Archive Warnings,F/M,Complete Work,2012/08/12,Scorpius Malfoy/Rose Weasley,"Rose Weasley, Scorpius Malfoy",Harry Potter Next Generation, Christmasy baby Fluff ,English,"1,419",1/1,3,42,4,"2,042"
1898,484531,I Don't Really Need Protection,Illiandyandra,Harry Potter - Fandom,0,Teen And Up Audiences,"Choose Not To Use Archive Warnings, Graphic Depictions Of Violence",F/M,Complete Work,2012/08/12,Harry Potter/ Hermione Granger,"Hermione Granger, Harry Potter, Draco Malfoy, Ron Weasley",," All too often in the H/Hr stories, when Ron loses his temper and confronts the couple for getting together, Hermione always cringes, and/or flees…what if she didn't? *ONE SHOT* ",English,"2,820",1/1,12,221,28,"4,950"
1899,482352,HP Character Ficlets,anguis_1,Harry Potter - J. K. Rowling,0,Teen And Up Audiences,No Archive Warnings Apply,"F/M, Gen",Complete Work,2012/08/12,,"Millicent Bulstrode, Vincent Crabbe, Gregory Goyle, Arthur Weasley, Molly Weasley","Character Study, Ficlet, Fat Character"," Exploring a few of the ancillary characters . . .1 - Polyjuice Portrait - Vincent Crabbe hated little girls. More to the point, he hated being one.2 - I Will Not Play the Martyr - Millicent is not your average woman.3 - Keep It Simple, Stupid - VC/MB drabble4 - BBW (Big Beautiful Witch) - Vince has never claimed to be the brightest light in the chandelier, but once he gets an idea in his mind, he hangs onto it like a hippogriff with a nice, juicy ferret. Unfortunately, he’s always had difficulty expressing himself.5 - Behind Closed, Locked, and Soundproofed Doors - Arthur Weasley was rarely seen kissing his wife. Not all romances are conducted in front of the camera. ",English,"2,520",5/5,0,31,4,810
1900,484260,Knowing You,sherryvernet,Harry Potter - J. K. Rowling,0,Teen And Up Audiences,Choose Not To Use Archive Warnings,M/M,Complete Work,2012/08/12,Albus Dumbledore/Gellert Grindelwald,"Albus Dumbledore, Gellert Grindelwald",Complete," Give mee thy weaknesse, make mee blinde,/Both wayes, as thou and thine, in eies and minde - J. Donne - Albus/Gellert. Ficlet. Old fic. ",English,397,1/1,1,29,0,460
1901,484281,Klopstock II: Lines in Stone,sherryvernet,Harry Potter - J. K. Rowling,0,Teen And Up Audiences,Choose Not To Use Archive Warnings,M/M,Complete Work,2012/08/12,Albus Dumbledore/Gellert Grindelwald,"Albus Dumbledore, Gellert Grindelwald",Drabble,-,English,178,1/1,0,8,0,256
1902,38080321,A Silent Valentine,Yellow14,Harry Potter - J. K. Rowling,0,General Audiences,No Archive Warnings Apply,F/M,Complete Work,2012/08/12,Scorpius Malfoy/Lily Luna Potter,"Scorpius Malfoy, Lily Luna Potter",Cross-Posted on FanFiction.Net," For Lily Luna Potter, silence is a wonderful virtue and especially wonderful on Valentines Day.Fortunately her boyfriend Scorpius has arranged just the thing. Written for Written for the 2012 Hogwarts Games, men's football and for HedwigBlack's Weekly Challenge. ",English,703,1/1,0,4,0,77
1903,1154188,Pierced Straight Through,torino10154,Harry Potter - J. K. Rowling,0,Mature,No Archive Warnings Apply,M/M,Complete Work,2012/08/12,Bill Weasley/Charlie Weasley,"Bill Weasley, Charlie Weasley","Incest, Sibling Incest, Piercings, Ficlet, Slash, Genital Piercing",-,English,342,1/1,0,85,3,"2,797"
1904,768134,A New Life,Catsintheattic,Harry Potter - J. K. Rowling,0,General Audiences,No Archive Warnings Apply,Gen,Complete Work,2012/08/12,,"Narcissa Malfoy, Draco Malfoy","Post-Hogwarts, Book 7: Harry Potter and the Deathly Hallows, Parents & Children, Family"," While upbringing and family count for nothing these days, they are all she has, and therefore, she’s going to make do with them. ",English,"1,032",1/1,2,10,1,300
1905,719296,New vid! Harry Potter yay!!,luminosity,Harry Potter - J. K. Rowling,0,Not Rated,Choose Not To Use Archive Warnings,Gen,Complete Work,2012/08/12,,"Harry Potter, Draco Malfoy, Severus Snape, Hermione Granger, Ron Weasley, Albus Dumbledore",, Collaboration with ozonebaby and Lindsey Lee. ,English,83,1/1,2,3,2,128
1906,495574,With a Little Help from My Friends,Sophia_Clark,Harry Potter - J. K. Rowling,0,Mature,No Archive Warnings Apply,"M/M, F/F, F/M",Complete Work,2012/08/12,"Draco Malfoy/Harry Potter, Pansy Parkinson/Ginny Weasley, Hermione Granger/Ron Weasley","Draco Malfoy, Harry Potter, Pansy Parkinson, Ginny Weasley, Hermione Granger, Ron Weasley","POV Alternating, Alternate Universe - Post-War, HP: EWE, Meddling Pansy, Oblivious Harry, Oblivious Draco, Drunk Sex, Drunken Confessions, BAMF Women, Scheming, Sexual Content, Realization"," Harry hates Draco and Draco hates Harry, just as they always have. Nothing has changed.Right? ",English,"5,762",1/1,2,171,13,"2,903"
1907,484722,Onwards,tofupanda,Harry Potter - J. K. Rowling,0,Teen And Up Audiences,No Archive Warnings Apply,F/M,Complete Work,2012/08/12,Hermione Granger/Draco Malfoy,"Draco Malfoy, Hermione Granger",Explicit Language," Hermione hadn't the slightest idea what kind of present the Governor intended for her, but she was most certainly not expecting a man bound in chains. ",English,"1,386",1/1,2,21,0,"1,231"
1908,484277,"20 Random (Well, All Right, Not Random at All) Facts about Lysander and Lorcan's Mum's Dinner with Coach Grimm",iulia_linnea,Harry Potter - J. K. Rowling,0,Teen And Up Audiences,No Archive Warnings Apply,F/M,Complete Work,2012/08/12,Luna Lovegood/Severus Snape,"Lorcan Scamander, Lysander Scamander",,-,English,"1,047",1/1,0,21,3,501
